275.334,28.8804
120.331,66.5114
72.041,57.5797
214.025,64.7781
194.633,57.4868
172.105,56.7747
213.947,64.0236
120.205,66.3325
193.754,59.3117
72.5859,58.2028
193.459,77.9168
226.292,145.194
294.244,13.8884
203.406,67.1924
284.193,132.175
157.669,55.1869
270.256,22.7229
283.528,23.9446
92.2943,145.76
94.1909,128.691
254.766,65.4808
112.991,116.556
52.7627,43.9048
291.606,86.4312
113.354,107.983
70.7608,148.449
217.741,62.8087
49.6512,150.243
246.202,132.459
29.3629,45.8336
282.131,68.8279
252.001,143.163
54.6042,121.583
256.832,68.8605
28.511,48.0916
50.4777,53.8098
91.5363,145.245
241.861,88.8817
284.133,66.7532
128.592,63.4648
55.3852,55.6822
270.033,108.86
58.6932,56.6321
242.368,113.261
254.646,95.604
36.501,134.277
88.1159,57.5038
259.985,133.006
230.658,171.055
237.315,148.293
232.522,171.376
209.368,69.9163
14.6192,67.2718
262.528,132.661
273.903,87.2839
264.06,95.5855
295.139,131.575
274.376,88.8067
222.077,13.5787
292.611,69.4535
105.815,61.851
14.9543,65.3838
65.7759,126.825
67.8306,131.659
270.005,74.8406
240.423,95.8299
211.521,131.685
192.456,142.765
294.844,26.1853
211.941,129.671
184.993,73.0355
182.33,63.4997
267.444,146.937
193.471,142.815
294.316,25.2314
200.734,116.862
263.925,96.6374
105.049,130.886
68.8172,130.425
293.426,23.3902
105.431,136.383
273.22,132.561
238.304,73.9694
20.3203,111.99
213.24,158.976
257.835,26.1446
99.093,44.4796
277.236,106.506
90.9099,156.847
99.7229,44.3268
249.007,102.507
40.9803,135.854
124.965,80.1877
232.308,106.473
259.527,151.262
152.22,57.5794
90.5772,159.577
204.34,50.1104
284.843,98.2453
259.188,111.962
150.047,57.294
135.195,64.79
285.626,103.942
152.641,57.1578
222.707,51.5373
221.111,51.995
202.684,51.3231
278.419,17.2388
285.544,96.5473
249.279,84.6513
259.327,102.41
242.887,99.6773
240.065,128.14
46.239,56.9192
179.646,50.2176
185.204,150.255
220.187,50.3021
281.359,105.003
276.813,124.762
48.2477,139.815
72.651,136.976
207.246,162.52
276.888,124.248
122.72,123.811
277.778,127.418
16.2033,14.025
111.994,147.999
262.265,20.1214
203.767,83.1494
202.267,83.0765
287.118,109.547
118.22,136.15
177.255,65.6661
102.639,151.931
143.07,68.1172
258.451,99.4471
258.817,21.2121
257.67,105.776
198.21,145.649
258.523,107.494
251.409,11.3454
69.5081,49.7929
224.736,72.2192
289.791,133.216
50.0722,157.222
204.202,82.9535
49.884,135.685
246.944,124.994
259.745,139.546
223.129,190.492
138.226,49.7851
188.846,87.6286
258.306,112.289
234.675,125.993
124.445,126.663
290.239,143.599
278.139,151.785
284.271,139.231
193.452,154.164
274.118,98.6881
271.392,114.72
231.956,118.032
14.9976,139.699
113.259,208.27
112.212,208.854
237.227,208.585
15.1583,125.379
262.189,117.972
15.3499,117.273
222.925,73.6704
282.303,160.176
264.522,113.766
144.383,149.1
260.445,121.607
140.115,46.5452
174.323,66.3438
125.748,108.177
247.405,121.278
271.671,52.8288
233.119,76.3663
202.855,160.399
279.185,143.179
184.019,137.406
238.339,121.421
295.85,103.55
233.791,141.14
271.335,99.117
177.957,66.4745
137.873,118.018
255.703,17.6146
211.717,147.616
130.855,82.4848
266.774,83.9535
282.522,160.443
144.318,186.926
289.886,126.171
58.7967,146.924
230.649,103.742
155.017,145.752
89.6453,103.556
26.1951,110.592
173.218,75.412
182.717,77.916
247.765,148.283
173.933,144.388
80.1105,144.583
154.819,159.42
181.231,137.643
125.6,116.118
211.365,147.338
141.788,120.691
292.438,151.787
72.5297,47.6625
186.131,95.886
242.174,50.1459
125.209,103.824
48.7569,123.688
273.813,54.87
181.016,133.835
249.765,90.3528
249.444,125.908
63.8776,143.132
136.812,114.535
250.853,78.4924
19.2704,157.124
133.072,123.488
242.444,49.9536
53.6385,100.507
93.6127,106.747
248.076,52.1251
303.488,116.901
40.2931,145.168
287.63,54.6393
42.1942,158.106
264.811,83.5905
304.759,116.002
237.886,124.756
21.7543,43.311
162.441,64.5609
287.126,50.9206
15.7246,41.0981
156.411,147.756
269.994,85.6847
133.476,146.104
188.833,91.9708
291.157,123.242
181.317,136.135
94.4012,110.687
272.699,141.092
228.569,103.035
298.09,79.6158
232.99,207.889
25.534,181.89
87.9935,118.203
158.39,170.303
289.672,30.1974
296.728,109.059
35.8347,117.742
81.0049,99.4135
287.897,75.3737
159.175,166.908
125.636,103.072
173.644,131.366
158.392,163.404
65.8732,99.8111
170.954,131.464
94.2875,101.375
64.2972,145.322
178.386,183.859
76.599,100.16
174.133,144.372
207.073,192.334
236.055,65.1301
221.045,78.1053
130.309,145.015
22.6454,63.8326
12.3708,54.7555
63.7107,114.994
81.5551,50.9001
135.677,192.426
12.2006,53.3801
181.521,94.3645
233.468,123.863
258.942,90.13
173.489,137.906
251.636,77.1576
137.24,147.215
251.419,17.6511
82.4612,163.97
47.1484,99.2197
181.402,181.662
149.29,83.0927
24.267,65.9617
145.543,123.939
200.78,136.485
263.827,27.2171
154.402,164.573
217.429,51.5749
214.274,176.844
47.9338,126.027
100.149,181.266
148.299,81.5395
148.691,85.9129
67.1741,104.502
35.1393,162.084
281.402,78.7504
122.45,143.267
257.267,168.611
212.762,174.226
206.693,116.298
260.898,78.0993
54.7228,67.6232
211.891,172.791
205.459,61.4141
19.3146,99.8373
150.746,183.425
198.849,151.245
190.797,50.9315
126.311,14.1395
14.7365,54.1506
231.562,89.2789
260.904,165.4
299.158,159.493
260.761,52.066
96.2268,112.92
203.604,118.138
105.982,108.418
201.53,133.899
108.135,109.335
180.939,126.12
219.225,77.5202
282.416,85.2407
148.296,89.0215
265.345,75.941
251.638,159.994
125.045,98.4718
80.2193,64.657
234.95,122.448
16.4953,30.7337
151.611,123.067
161.952,66.1194
36.3393,187.8
200.791,120.007
49.5056,99.2989
93.8692,91.4794
64.2197,105.078
273.939,175.9
102.939,170.157
121.756,90.436
279.209,86.8328
290.51,175.605
201.953,93.062
138.605,137.81
72.2376,160.104
238.171,22.81
206.788,102.34
152.217,123.266
53.4796,95.4323
169.75,151.02
168.739,175.071
208.73,98.9643
126.276,154.597
41.8184,182.668
72.9602,100.195
171.094,181.305
205.823,131.028
52.6967,84.981
154.215,94.0134
304.978,88.8312
205.007,156.06
68.7208,99.7365
61.1515,90.89
152.432,105.252
55.6963,100.569
192.488,118.401
193.495,211.433
164.575,13.0239
215.155,113.804
236.071,51.9931
57.8138,95.6744
263.427,175.081
215.597,120.594
192.899,209.447
270.15,40.0059
161.033,166.482
20.7074,55.8171
28.4075,140.564
